valorN;Tempo
150;0.039420001208782196
151;0.040495000779628754
152;0.04130500182509422
153;0.04131399840116501
154;0.0410039983689785
155;0.042608000338077545
156;0.042913999408483505
157;0.0433490015566349
158;0.04369400069117546
159;0.04501800239086151
160;0.04501200094819069
161;0.04526999965310097
162;0.04575100168585777
163;0.07475899904966354
164;0.05916399881243706
165;0.047846999019384384
166;0.04641300067305565
167;0.042431000620126724
168;0.043334998190402985
169;0.04379900172352791
170;0.04388600215315819
171;0.04542100057005882
172;0.04451499879360199
173;0.04525100067257881
174;0.13280300050973892
175;0.05211300030350685
176;0.046640001237392426
177;0.04637899994850159
178;0.047081999480724335
179;0.0475430004298687
180;0.07010000199079514
181;0.04261699691414833
182;0.045864999294281006
183;0.045232001692056656
184;0.04461799934506416
185;0.04411200061440468
186;0.042351000010967255
187;0.042708996683359146
188;0.042837999761104584
189;0.043803002685308456
190;0.04500700160861015
191;0.04418199881911278
192;0.04466500133275986
193;0.045191001147031784
194;0.046483997255563736
195;0.04636399820446968
196;0.04689199849963188
197;0.04695200175046921
198;0.04790399968624115
199;0.048597000539302826
200;0.04854099825024605
201;0.049063000828027725
202;0.04881799966096878
203;0.04890599846839905
204;0.04992799833416939
205;0.05073999986052513
206;0.05172500014305115
207;0.05177599936723709
208;0.052239999175071716
209;0.0524200014770031
210;0.05275600031018257
211;0.052420999854803085
212;0.053203001618385315
213;0.05287400260567665
214;0.05329599976539612
215;0.05446400120854378
216;0.05428000167012215
217;0.054795000702142715
218;0.057642001658678055
219;0.05731399729847908
220;0.058070000261068344
221;0.0581590011715889
222;0.0599450021982193
223;0.06022600084543228
224;0.06144900247454643
225;0.06192199885845184
226;0.11151200160384178
227;0.0747230015695095
228;0.06277099996805191
229;0.1524999998509884
230;0.0643329992890358
231;0.06443000212311745
232;0.06388900056481361
233;0.06522699818015099
234;0.0659870021045208
235;0.06561899930238724
236;0.06648299843072891
237;0.06654699891805649
238;0.06678899750113487
239;0.06732099875807762
240;0.06782499700784683
241;0.06930200010538101
242;0.06961599737405777
243;0.07033900171518326
244;0.07085200026631355
245;0.0714309997856617
246;0.07161800190806389
247;0.07195499911904335
248;0.07256000116467476
249;0.07293299958109856
250;0.07391399890184402
251;0.07465700060129166
252;0.07547400146722794
253;0.07628200203180313
254;0.07606100291013718
255;0.0768049992620945
256;0.07656200230121613
257;0.07704899832606316
258;0.0770069994032383
259;0.07886599749326706
260;0.07982699945569038
261;0.08058600127696991
262;0.08080000057816505
263;0.08093800023198128
264;0.08330700173974037
265;0.08417700231075287
266;0.0840349979698658
267;0.084282997995615
268;0.08509200066328049
269;0.09729599952697754
270;0.1007319986820221
271;0.0867449976503849
272;0.0874909982085228
273;0.22315899655222893
274;0.08858300000429153
275;0.0893850028514862
276;0.09012099727988243
277;0.09117300063371658
278;0.09138000011444092
279;0.09245000034570694
280;0.09363599866628647
281;0.09454100206494331
282;0.09501400217413902
283;0.09621700271964073
284;0.09735600277781487
285;0.09756700322031975
286;0.09887100011110306
287;0.09824899956583977
288;0.09972300007939339
289;0.0991079993546009
290;0.10017099976539612
291;0.10079300031065941
292;0.10100200027227402
293;0.10228100046515465
294;0.10315699875354767
295;0.10318000242114067
296;0.1054529994726181
297;0.1057719998061657
298;0.1074570007622242
299;0.10739300027489662
300;0.10801200196146965
301;0.11761400103569031
302;0.12383699789643288
303;0.10907299816608429
304;0.11060899868607521
305;0.11115700006484985
306;0.11019100248813629
307;0.1111849993467331
308;0.11264599859714508
309;0.11412699893116951
310;0.11551599949598312
311;0.2623020000755787
312;0.11629099771380424
313;0.11829899996519089
314;0.11733699962496758
315;0.11785999685525894
316;0.11758299916982651
317;0.11885300278663635
318;0.12091800197958946
319;0.1197740025818348
320;0.12144700065255165
321;0.12126700207591057
322;0.12234699726104736
323;0.12385000288486481
324;0.12268099933862686
325;0.12359799817204475
326;0.12478400021791458
327;0.12619200348854065
328;0.15449299663305283
329;0.13749399781227112
330;0.13132499903440475
331;0.1315770000219345
332;0.13191699981689453
333;0.13221799954771996
334;0.15796099975705147
335;0.14142199978232384
336;0.1453160010278225
337;0.13560200110077858
338;0.1368890032172203
339;0.13729800283908844
340;0.13787399977445602
341;0.14187399670481682
342;0.1596440002322197
343;0.23137100040912628
344;0.2534250020980835
345;0.269081998616457
346;0.1643269993364811
347;0.16426999866962433
348;0.20638500154018402
349;0.15499499812722206
350;0.15125499665737152
351;0.14573200047016144
352;0.1467439979314804
353;0.14837799966335297
354;0.1467909999191761
355;0.14790500327944756
356;0.14856600016355515
357;0.14948799833655357
358;0.1510230004787445
359;0.15070799738168716
360;0.15218400210142136
361;0.1538499966263771
362;0.1546959988772869
363;0.15343600139021873
364;0.15555600076913834
365;0.15570800006389618
366;0.15717900171875954
367;0.15791600197553635
368;0.16092099994421005
369;0.16232100129127502
370;0.18548699840903282
371;0.16562100127339363
372;0.16431399807333946
373;0.16489500179886818
374;0.16456399857997894
375;0.16671700030565262
376;0.16930100321769714
377;0.2561489976942539
378;0.1712080016732216
379;0.17273899912834167
380;0.17366600036621094
381;0.17468399927020073
382;0.17598499730229378
383;0.17610900104045868
384;0.17745599895715714
385;0.17710800096392632
386;0.17905200272798538
387;0.17828300222754478
388;0.1930139996111393
389;0.20177699998021126
390;0.18175100162625313
391;0.1820640005171299
392;0.1812100000679493
393;0.18375499919056892
394;0.1876400001347065
395;0.1835480034351349
396;0.1839039996266365
397;0.1857209987938404
398;0.18549200147390366
399;0.185589000582695
400;0.1875069998204708
401;0.18896899744868279
402;0.18821800127625465
403;0.19127200171351433
404;0.2547129988670349
405;0.19252999871969223
406;0.218774002045393
407;0.19819900020956993
408;0.20109700039029121
409;0.20087099820375443
410;0.20268800109624863
411;0.20436400175094604
412;0.20811299979686737
413;0.20500100031495094
414;0.2085990011692047
415;0.20608500018715858
416;0.2059519998729229
417;0.2082029990851879
418;0.20982499793171883
419;0.2114819996058941
420;0.21096700057387352
421;0.2120399996638298
422;0.23204799741506577
423;0.21391400322318077
424;0.21541499719023705
425;0.21775300055742264
426;0.21268799901008606
427;0.2134389989078045
428;0.27672499790787697
429;0.22303500026464462
430;0.2188120000064373
431;0.2476160004734993
432;0.21867599710822105
433;0.2198679968714714
434;0.22528399899601936
435;0.22866199910640717
436;0.260148998349905
437;0.22921700030565262
438;0.2285810001194477
439;0.2258719988167286
440;0.22794700041413307
441;0.23052600026130676
442;0.23517300188541412
443;0.2368910014629364
444;0.2380479983985424
445;0.2393059991300106
446;0.2399500012397766
447;0.24376000091433525
448;0.24571500346064568
449;0.24470099806785583
450;0.2575949989259243
451;0.2550770007073879
452;0.3806150034070015
453;0.2509549967944622
454;0.24656299874186516
455;0.2452169992029667
456;0.24722099676728249
457;0.24788600206375122
458;0.25607800111174583
459;0.2554059997200966
460;0.25787899643182755
461;0.2576960027217865
462;0.26027199998497963
463;0.28435299918055534
464;0.2617130018770695
465;0.2629530020058155
466;0.26325900107622147
467;0.26580899953842163
468;0.26567599922418594
469;0.2657900005578995
470;0.26553599908947945
471;0.26917800307273865
472;0.26942000165581703
473;0.2700279988348484
474;0.269896000623703
475;0.3644540011882782
476;0.27776700258255005
477;0.27573300153017044
478;0.27395400032401085
479;0.27879999950528145
480;0.27811500057578087
481;0.2822300009429455
482;0.2821030020713806
483;0.2826929986476898
484;0.28401099890470505
485;0.28511399775743484
486;0.28430500254034996
487;0.3054319992661476
488;0.2884330004453659
489;0.28873400017619133
490;0.29079199954867363
491;0.2946139983832836
492;0.29523399844765663
493;0.2962839975953102
494;0.2940260022878647
495;0.2950720004737377
496;0.29606299847364426
497;0.35335899889469147
498;0.3176320008933544
499;0.29905999824404716
500;0.2994929999113083
501;0.3008610010147095
502;0.3025530017912388
503;0.304066002368927
504;0.307108998298645
505;0.30479300022125244
506;0.34018899872899055
507;0.3072040006518364
508;0.328344002366066
509;0.32065099850296974
510;0.3099149987101555
511;0.31242500245571136
512;0.3176019974052906
513;0.3163749985396862
514;0.3188829980790615
515;0.31944699957966805
516;0.31742800027132034
517;0.3189829997718334
518;0.3957259990274906
519;0.3361090011894703
520;0.3248010016977787
521;0.3240329995751381
522;0.3259800001978874
523;0.32949599996209145
524;0.33027900010347366
525;0.32826700061559677
526;0.3312309980392456
527;0.3342059999704361
528;0.3355900011956692
529;0.3542199991643429
530;0.33619200065732
531;0.33701300248503685
532;0.3378110006451607
533;0.34315699711441994
534;0.35141899809241295
535;0.3515329994261265
536;0.35115400329232216
537;0.34434299916028976
538;0.3589539974927902
539;0.41393500193953514
540;0.35679199919104576
541;0.36046699807047844
542;0.3589769974350929
543;0.35975899919867516
544;0.359910998493433
545;0.35475699976086617
546;0.35597099736332893
547;0.367942001670599
548;0.36899999901652336
549;0.3690260015428066
550;0.37509699910879135
551;0.36469899863004684
552;0.36525100097060204
553;0.36907200142741203
554;0.374524999409914
555;0.37195900082588196
556;0.37882599979639053
557;0.3727159984409809
558;0.3963019996881485
559;0.4401099979877472
560;0.3812519982457161
561;0.3793339990079403
562;0.3767630010843277
563;0.38446399942040443
564;0.38683900237083435
565;0.4021789990365505
566;0.38452499732375145
567;0.38437100127339363
568;0.38382700085639954
569;0.3855069987475872
570;0.3862899988889694
571;0.3883510008454323
572;0.38888199999928474
573;0.39810900017619133
574;0.40989699959754944
575;0.4062019996345043
576;0.407039999961853
577;0.40834999829530716
578;0.4726970009505749
579;0.41065099835395813
580;0.4098920002579689
581;0.4187779985368252
582;0.41210300102829933
583;0.40929700061678886
584;0.4164460003376007
585;0.4143790006637573
586;0.4087270013988018
587;0.4085419997572899
588;0.4194279983639717
589;0.43045399710536003
590;0.42756500095129013
591;0.4201970025897026
592;0.42428800091147423
593;0.429067999124527
594;0.4311920031905174
595;0.49015799909830093
596;0.42278099805116653
597;0.44368699938058853
598;0.438229002058506
599;0.445117000490427
600;0.4424620009958744
601;0.504151001572609
602;0.43858399987220764
603;0.44865499809384346
604;0.4542680010199547
605;0.44039999693632126
606;0.45184000208973885
607;0.4519510008394718
608;0.4479140006005764
609;0.444497998803854
610;0.4563320018351078
611;0.5298479981720448
612;0.4759790003299713
613;0.4504300020635128
614;0.4523789994418621
615;0.4636779986321926
616;0.4664589986205101
617;0.4590030014514923
618;0.4815010018646717
619;0.4799630008637905
620;0.47113800048828125
621;0.46416300162672997
622;0.464953999966383
623;0.47406499832868576
624;0.47971200197935104
625;0.4856240004301071
626;0.490726999938488
627;0.6750130020081997
628;0.4823240004479885
629;0.4897099994122982
630;0.4893309995532036
631;0.49241800233721733
632;0.49713100120425224
633;0.48548100143671036
634;0.4897349998354912
635;0.5000480003654957
636;0.501775000244379
637;0.4913350008428097
638;0.4921119995415211
639;0.5025730021297932
640;0.5049600005149841
641;0.5059299990534782
642;0.511658001691103
643;0.7082650028169155
644;0.5134279988706112
645;0.5088969990611076
646;0.5096150003373623
647;0.5172380022704601
648;0.5138680003583431
649;0.506972000002861
650;0.5157240033149719
651;0.5293479971587658
652;0.5277669988572598
653;0.5294709987938404
654;0.5314649976789951
655;0.5341279990971088
656;0.5359289981424809
657;0.5384460017085075
658;0.5936830006539822
659;0.5276019982993603
660;0.5299200005829334
661;0.5337750017642975
662;0.5415780022740364
663;0.5432320013642311
664;0.5492639988660812
665;0.545278999954462
666;0.546764999628067
667;0.5408810004591942
668;0.5403609983623028
669;0.5527979992330074
670;0.555723000317812
671;0.5535300001502037
672;0.5525289997458458
673;0.6042339988052845
674;0.5553430020809174
675;0.5576910004019737
676;0.5655190013349056
677;0.5546399988234043
678;0.564750000834465
679;0.5671880021691322
680;0.5693420022726059
681;0.5724119991064072
682;0.5738199986517429
683;0.5621140003204346
684;0.5640329979360104
685;0.5747710019350052
686;0.5792360007762909
687;0.6376620009541512
688;0.5828920006752014
689;0.5863429978489876
690;0.5857199989259243
691;0.5894390009343624
692;0.5910109989345074
693;0.5938719995319843
694;0.5961669981479645
695;0.5983949974179268
696;0.5975699983537197
697;0.6090140007436275
698;0.6090580001473427
699;0.593179002404213
700;0.5927469991147518
701;0.5997580029070377
702;0.6617830023169518
703;0.6126220002770424
704;0.6139829978346825
705;0.6147879995405674
706;0.6175489984452724
707;0.6216160021722317
708;0.6082710027694702
709;0.6259979978203773
710;0.6294930018484592
711;0.6338919997215271
712;0.6341699995100498
713;0.6335500031709671
714;0.633228000253439
715;0.6332079991698265
716;0.6796750016510487
717;0.6313140019774437
718;0.6378809995949268
719;0.6389979980885983
720;0.6414129994809628
721;0.6417899988591671
722;0.6420769989490509
723;0.6436979994177818
724;0.645481999963522
725;0.6486199982464314
726;0.6510460004210472
727;0.6524149999022484
728;0.6525720022618771
729;0.655935000628233
730;0.714513998478651
731;0.656275000423193
732;0.6778330020606518
733;0.6804260015487671
734;0.6525090001523495
735;0.6990110017359257
736;0.7217890024185181
737;0.6869979985058308
738;0.6647549979388714
739;0.6767150014638901
740;0.7305420003831387
741;0.6750280000269413
742;0.6806220002472401
743;0.6884449981153011
744;0.8104070015251637
745;0.6789349988102913
746;0.6840150021016598
747;0.6800350025296211
748;0.6767049990594387
749;0.7080579996109009
750;0.6940140016376972
751;0.6873289979994297
752;0.6872359998524189
753;0.6970239989459515
754;0.7182209976017475
755;0.7033259980380535
756;0.7022869996726513
757;0.704535998404026
758;0.7128079980611801
759;0.7251880019903183
760;0.705451000481844
761;0.7105899974703789
762;0.7170250006020069
763;0.7327929995954037
764;0.7225480005145073
765;0.7119969986379147
766;0.7125059999525547
767;0.7267569974064827
768;0.7398080006241798
769;0.7265239991247654
770;0.7274709977209568
771;0.8100479990243912
772;0.7856019996106625
773;0.7150689996778965
774;0.7224279977381229
775;0.7320070005953312
776;0.7366390004754066
777;0.7528920024633408
778;0.741568997502327
779;0.7434570007026196
780;0.7457050010561943
781;0.7623849995434284
782;0.7562210001051426
783;0.7684589996933937
784;0.7605790011584759
785;0.8177749998867512
786;0.7793209999799728
787;0.7680660001933575
788;0.7712390013039112
789;0.7636430002748966
790;0.7761230021715164
791;0.7749739997088909
792;0.7746500000357628
793;0.7764569967985153
794;0.7950039990246296
795;0.7805530019104481
796;0.7830849997699261
797;0.7843069992959499
798;0.8592719994485378
799;0.7808890007436275
800;0.7881649993360043
801;0.7922119982540607
802;0.7965839989483356
803;0.8073399998247623
804;0.7983769997954369
805;0.8052409999072552
806;0.8044640012085438
807;0.8062859997153282
808;0.8084359988570213
809;0.8002669997513294
810;0.8010859973728657
811;0.8707720004022121
812;0.8149430006742477
813;0.817671000957489
814;0.8090809993445873
815;0.8129969984292984
816;0.8228619992733002
817;0.8228139989078045
818;0.827819999307394
819;0.8316709995269775
820;0.8269929997622967
821;0.8297950029373169
822;0.8327990025281906
823;0.8928170017898083
824;0.8349919989705086
825;0.8376410007476807
826;0.8386179991066456
827;0.8422130011022091
828;0.8423790000379086
829;0.8413300029933453
830;0.8440119996666908
831;0.8452420011162758
832;0.8458650000393391
833;0.8495550006628036
834;0.8514339998364449
835;0.8567980006337166
836;0.9116079993546009
837;0.8847609981894493
838;0.8649839982390404
839;0.8671490028500557
840;0.8698519989848137
841;0.871068000793457
842;0.8756509982049465
843;0.8803930021822453
844;0.8821550011634827
845;0.8865900002419949
846;0.8892080001533031
847;0.88680499792099
848;0.9523169994354248
849;0.8903360031545162
850;0.893325001001358
851;0.8944780007004738
852;0.8936979994177818
853;0.9417879991233349
854;0.9023460000753403
855;0.9031700007617474
856;0.9084200002253056
857;0.9359610006213188
858;0.9434979967772961
859;0.9135250002145767
860;1.030011996626854
861;0.926961999386549
862;0.9317509979009628
863;0.9193099997937679
864;0.9276289977133274
865;0.9224890023469925
866;0.9249299988150597
867;0.9294859990477562
868;0.9538999982178211
869;0.9531330019235611
870;0.9601910002529621
871;0.9447360001504421
872;1.0047380030155182
873;0.9447229988873005
874;0.9683870002627373
875;0.9546269997954369
876;0.9506249986588955
877;0.9533660002052784
878;0.9592199996113777
879;0.9628640003502369
880;0.9573840014636517
881;0.9545990005135536
882;0.9547380022704601
883;0.963332999497652
884;1.0247949995100498
885;0.9558439999818802
886;0.9730239994823933
887;0.9890239983797073
888;0.9764590002596378
889;0.9775660000741482
890;0.9788569994270802
891;0.9830269999802113
892;0.9846910014748573
893;0.9867869988083839
894;0.9859020002186298
895;1.0495440028607845
896;0.9910599999129772
897;1.0005689971148968
898;1.0132669992744923
899;0.9922070018947124
900;0.9951109997928143
901;0.9967590011656284
902;1.012118998914957
903;1.0231380015611649
904;1.0132430009543896
905;1.0201079994440079
906;1.068623997271061
907;1.0097629986703396
908;1.0412769988179207
909;1.0156290009617805
910;1.022367000579834
911;1.0268479995429516
912;1.0253669992089272
913;1.010292999446392
914;1.0259889997541904
915;1.0384379997849464
916;1.0806160010397434
917;1.0196489989757538
918;1.0307810008525848
919;1.0665230005979538
920;1.0470810011029243
921;1.0539640001952648
922;1.0590230002999306
923;1.0720570012927055
924;1.0583740025758743
925;1.0675840005278587
926;1.083636999130249
927;1.1375200003385544
928;1.070117000490427
929;1.0691529996693134
930;1.056707002222538
931;1.0523759983479977
932;1.0755300000309944
933;1.082132000476122
934;1.0708580017089844
935;1.0823419988155365
936;1.1460580006241798
937;1.0923109985888004
938;1.0932449996471405
939;1.0986040011048317
940;1.1039160005748272
941;1.1033340021967888
942;1.1089909970760345
943;1.114741001278162
944;1.1160699985921383
945;1.1188379973173141
946;1.1883950009942055
947;1.1230349987745285
948;1.126716997474432
949;1.1225429996848106
950;1.1257189996540546
951;1.1306420005857944
952;1.132837001234293
953;1.1346440017223358
954;1.1400680020451546
955;1.1353190019726753
956;1.3569339998066425
957;1.1510909982025623
958;1.1457289978861809
959;1.148742999881506
960;1.149227999150753
961;1.2063239999115467
962;1.1506999991834164
963;1.1313310004770756
964;1.151163998991251
965;1.152328997850418
966;1.3530340008437634
967;1.1618570014834404
968;1.1690769977867603
969;1.1812000013887882
970;1.171228002756834
971;1.1720059998333454
972;1.174311999231577
973;1.1767549999058247
974;1.1763359978795052
975;1.1777289994060993
976;1.2470900006592274
977;1.182057999074459
978;1.181479997932911
979;1.1645190007984638
980;1.1876990012824535
981;1.1889420002698898
982;1.1936719976365566
983;1.1929809972643852
984;1.1778590008616447
985;1.1985859982669353
986;1.2558820024132729
987;1.2066290006041527
988;1.2176679968833923
989;1.2126719988882542
990;1.2176420018076897
991;1.220575999468565
992;1.2230900004506111
993;1.2260640002787113
994;1.2245800010859966
995;1.2784979976713657
996;1.2309610024094582
997;1.2293159998953342
998;1.2358979992568493
999;1.2396499998867512
1000;1.2428040020167828
1001;1.3162560015916824
1002;1.2645350024104118
1003;1.2449080012738705
1004;1.2523030005395412
1005;1.3926439993083477
1006;1.2542390003800392
1007;1.3016699999570847
1008;1.2678540013730526
1009;1.2817439995706081
1010;1.2802419997751713
1011;1.2769259996712208
1012;1.2835549972951412
1013;1.2950320020318031
1014;1.3053789995610714
1015;1.3237069994211197
1016;1.3202480003237724
1017;1.315480001270771
1018;1.3166249990463257
1019;1.3209969997406006
1020;1.32353900000453
1021;1.3234010003507137
1022;1.3123840019106865
1023;1.3664800003170967
1024;1.4106339998543262
1025;1.3113409988582134
1026;1.3148120008409023
1027;1.312534999102354
1028;1.321408998221159
1029;1.3583200015127659
1030;1.330025002360344
1031;1.3269759975373745
1032;1.3316890001296997
1033;1.3477029986679554
1034;1.3593630008399487
1035;1.3603559993207455
1036;1.365641999989748
1037;1.3692019991576672
1038;1.3653599992394447
1039;1.3724370002746582
1040;1.376461997628212
1041;1.442476000636816
1042;1.4341359995305538
1043;1.3522789999842644
1044;1.3565969988703728
1045;1.3586409986019135
1046;1.3687109984457493
1047;1.3676820024847984
1048;1.3690509982407093
1049;1.374219000339508
1050;1.3750449977815151
1051;1.3966049998998642
1052;1.3920670002698898
1053;1.387958001345396
1054;1.3937130011618137
1055;1.4069279991090298
1056;1.402098000049591
1057;1.394641999155283
1058;1.4009190015494823
1059;1.399838998913765
1060;1.4103839993476868
1061;1.490777000784874
1062;1.4317549988627434
1063;1.4178600013256073
1064;1.4178630001842976
1065;1.437134999781847
1066;1.4531380012631416
1067;1.4269209988415241
1068;1.4345410019159317
1069;1.4341480024158955
1070;1.4420180022716522
1071;1.43724599853158
1072;1.467383999377489
1073;1.4455559998750687
1074;1.4720750004053116
1075;1.4507860019803047
1076;1.4500810019671917
1077;1.453150998800993
1078;1.4564299993216991
1079;1.5352250002324581
1080;1.457981001585722
1081;1.462083000689745
1082;1.462788999080658
1083;1.4673619978129864
1084;1.466083999723196
1085;1.4697300009429455
1086;1.4730879999697208
1087;1.474151998758316
1088;1.478396002203226
1089;1.4799019992351532
1090;1.4819810017943382
1091;1.484255000948906
1092;1.4854840002954006
1093;1.4885110035538673
1094;1.492321003228426
1095;1.4960289970040321
1096;1.4980539977550507
1097;1.5743949972093105
1098;1.5036390013992786
1099;1.505928996950388
1100;1.5008429996669292
1101;1.4973370023071766
1102;1.5119940005242825
1103;1.513799998909235
1104;1.519515998661518
1105;1.5172500014305115
1106;1.519005000591278
1107;1.5433209985494614
1108;1.653863001614809
1109;1.5385780036449432
1110;1.5400209985673428
1111;1.5373650006949902
1112;1.5527620017528534
1113;1.5597059987485409
1114;1.545194998383522
1115;1.69785800203681
1116;1.5777180008590221
1117;1.5611659996211529
1118;1.5584440007805824
1119;1.5619160011410713
1120;1.56479100137949
1121;1.5668739974498749
1122;1.567687999457121
1123;1.5760120004415512
1124;1.571252003312111
1125;1.5698839984834194
1126;1.5688549987971783
1127;1.5822080001235008
1128;1.58865400031209
1129;1.5934390015900135
1130;1.5935519970953465
1131;1.6064910031855106
1132;1.6820060014724731
1133;1.6152130030095577
1134;1.6037230007350445
1135;1.6153209991753101
1136;1.6018009968101978
1137;1.6145489998161793
1138;1.6291329972445965
1139;1.617069996893406
1140;1.6280790008604527
1141;1.6135170012712479
1142;1.6367990002036095
1143;1.6315589994192123
1144;1.6340700015425682
1145;1.6325139999389648
1146;1.6386060006916523
1147;1.6287149973213673
1148;1.63569999858737
1149;1.7017560005187988
1150;1.654364999383688
1151;1.6687639988958836
1152;1.6955719999969006
1153;1.6563379988074303
1154;1.659130997955799
1155;1.662906002253294
1156;1.6661380007863045
1157;1.6646840013563633
1158;1.66745800152421
1159;1.7023980021476746
1160;1.6785030029714108
1161;1.697307001799345
1162;1.6841849982738495
1163;1.683578997850418
1164;1.6963299997150898
1165;1.7164699994027615
1166;1.7564410008490086
1167;1.7138709984719753
1168;1.7559759989380836
1169;1.744803000241518
1170;1.7307350002229214
1171;1.7084800004959106
1172;1.7037830017507076
1173;1.7280290015041828
1174;1.7078480012714863
1175;1.715328998863697
1176;1.714427001774311
1177;1.7146060019731522
1178;1.7177989967167377
1179;1.7299529984593391
1180;1.743892002850771
1181;1.7914379984140396
1182;1.7493159994482994
1183;1.8287800028920174
1184;1.774251002818346
1185;1.749380998313427
1186;1.7523289993405342
1187;1.753200002014637
1188;1.7566290013492107
1189;1.7595800012350082
1190;1.758101999759674
1191;1.7639660015702248
1192;1.7814349979162216
1193;1.7913439981639385
1194;1.773927003145218
1195;1.775339998304844
1196;1.7800900004804134
1197;1.7819679975509644
1198;1.790464997291565
1199;1.7860490009188652
1200;1.8594309985637665
1201;1.7935300022363663
1202;1.7984379976987839
1203;1.8240600004792213
1204;1.8021700009703636
1205;1.805002000182867
1206;1.8085730001330376
1207;1.8111350014805794
1208;1.809824999421835
1209;1.8615530021488667
1210;1.8359009996056557
1211;1.8259579986333847
1212;1.8211130015552044
1213;1.8507179990410805
1214;1.8249620012938976
1215;1.8277410008013248
1216;1.9316149987280369
1217;1.8331480026245117
1218;1.8393820002675056
1219;1.8674850016832352
1220;1.8413699977099895
1221;1.8669889979064465
1222;1.8737059980630875
1223;1.852267000824213
1224;1.8558509983122349
1225;1.8583660013973713
1226;1.8887920007109642
1227;1.8623120002448559
1228;1.870618999004364
1229;1.8735699988901615
1230;1.8865109980106354
1231;1.8819420002400875
1232;1.963299997150898
1233;1.8916900008916855
1234;1.8808570019900799
1235;1.9045270010828972
1236;1.8855750001966953
1237;1.908196996897459
1238;1.9116630032658577
1239;1.9428209997713566
1240;1.953480999916792
1241;1.9150759987533092
1242;1.9154000021517277
1243;1.9241929985582829
1244;1.926732998341322
1245;1.9291899986565113
1246;1.9319329969584942
1247;1.9314090013504028
1248;1.9936069995164871
1249;1.9401869997382164
1250;1.9251310005784035
1251;1.9753159992396832
1252;1.9474450014531612
1253;1.9822220019996166
1254;1.9533730000257492
1255;1.9816760011017323
1256;1.9874389991164207
1257;1.9614199995994568
